participant_id,age_range,education_profile,probability_familiarity,participant_created_at,finalized_at,question_id,condition,block,position,answer_index,correct,latency_seconds,response_created_at
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q01,A,1,4,0,1,21.978,2026-06-01T00:47:06.790705+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q07,A,1,5,0,0,12.549,2026-06-01T00:47:22.339684+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q03,A,1,6,3,1,26.827,2026-06-01T00:47:52.166198+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q04,A,1,7,3,0,26.953,2026-06-01T00:48:22.119535+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q02,A,1,8,1,1,25.418,2026-06-01T00:48:50.537340+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q05,A,1,9,1,1,28.321,2026-06-01T00:49:21.858726+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q05,B,2,0,2,0,16.272,2026-06-01T00:49:41.130404+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q10,B,2,1,0,1,25.896,2026-06-01T00:50:10.026454+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q03,B,2,2,0,0,26.111,2026-06-01T00:50:39.137645+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q07,B,2,3,1,1,26.572,2026-06-01T00:51:08.709461+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q08,B,2,4,3,0,16.047,2026-06-01T00:51:27.756748+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q02,B,2,5,0,1,13.424,2026-06-01T00:51:44.180560+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q06,B,2,6,2,1,17.737,2026-06-01T00:52:04.917720+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q04,B,2,7,1,1,16.696,2026-06-01T00:52:24.614144+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q09,B,2,8,2,1,16.53,2026-06-01T00:52:44.143980+00:00
9,25-34,Humanistico,3,2026-06-01T00:45:00+00:00,2026-06-01T00:57:00+00:00,q01,B,2,9,2,0,18.936,2026-06-01T00:53:06.079794+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q04,B,1,0,1,1,28.547,2026-06-01T00:50:31.547308+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q08,B,1,1,3,0,16.835,2026-06-01T00:50:51.382492+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q01,B,1,2,3,1,14.773,2026-06-01T00:51:09.155710+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q03,B,1,3,2,1,16.267,2026-06-01T00:51:28.422761+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q06,B,1,4,1,1,21.404,2026-06-01T00:51:52.826801+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q09,B,1,5,0,1,23.781,2026-06-01T00:52:19.607576+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q07,B,1,6,2,0,19.329,2026-06-01T00:52:41.937053+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q10,B,1,7,1,1,20.789,2026-06-01T00:53:05.726542+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q02,B,1,8,0,1,19.714,2026-06-01T00:53:28.441025+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q05,B,1,9,2,0,20.797,2026-06-01T00:53:52.238367+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q08,A,2,0,3,1,20.497,2026-06-01T00:54:15.735408+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q09,A,2,1,2,1,33.389,2026-06-01T00:54:52.124053+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q01,A,2,2,2,0,25.989,2026-06-01T00:55:21.112936+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q06,A,2,3,3,1,19.866,2026-06-01T00:55:43.978964+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q02,A,2,4,2,1,18.063,2026-06-01T00:56:05.041576+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q07,A,2,5,3,1,23.221,2026-06-01T00:56:31.262428+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q04,A,2,6,3,0,26.015,2026-06-01T00:57:00.277399+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q10,A,2,7,2,0,27.165,2026-06-01T00:57:30.442123+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q05,A,2,8,0,0,22.364,2026-06-01T00:57:55.806255+00:00
10,45-54,Humanistico,4,2026-06-01T00:50:00+00:00,2026-06-01T01:02:00+00:00,q03,A,2,9,0,0,27.273,2026-06-01T00:58:26.079008+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q04,A,1,0,2,1,27.998,2026-06-01T00:55:30.998045+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q01,A,1,1,0,0,22.421,2026-06-01T00:55:56.419342+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q07,A,1,2,3,1,25.135,2026-06-01T00:56:24.554194+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q02,A,1,3,3,1,22.397,2026-06-01T00:56:49.951597+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q05,A,1,4,1,0,23.271,2026-06-01T00:57:16.222716+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q09,A,1,5,2,0,20.63,2026-06-01T00:57:39.852255+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q03,A,1,6,1,1,35.707,2026-06-01T00:58:18.559432+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q08,A,1,7,0,1,16.865,2026-06-01T00:58:38.424712+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q06,A,1,8,1,1,24.202,2026-06-01T00:59:05.627032+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q10,A,1,9,1,1,27.434,2026-06-01T00:59:36.061189+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q01,B,2,0,2,1,12.731,2026-06-01T00:59:51.792368+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q02,B,2,1,1,1,18.36,2026-06-01T01:00:13.152419+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q05,B,2,2,0,1,27.005,2026-06-01T01:00:43.157547+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q04,B,2,3,1,1,22.466,2026-06-01T01:01:08.624036+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q09,B,2,4,1,1,20.745,2026-06-01T01:01:32.369100+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q03,B,2,5,3,0,18.64,2026-06-01T01:01:54.009175+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q07,B,2,6,3,1,16.21,2026-06-01T01:02:13.218998+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q08,B,2,7,2,1,19.657,2026-06-01T01:02:35.876329+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q10,B,2,8,1,1,22.025,2026-06-01T01:03:00.901010+00:00
11,18-24,Humanistico,2,2026-06-01T00:55:00+00:00,2026-06-01T01:07:00+00:00,q06,B,2,9,2,1,9.228,2026-06-01T01:03:13.129084+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q04,B,1,0,3,1,19.299,2026-06-01T01:00:22.298903+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q08,B,1,1,2,0,22.625,2026-06-01T01:00:47.924261+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q06,B,1,2,2,1,18.171,2026-06-01T01:01:09.095550+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q10,B,1,3,1,1,23.321,2026-06-01T01:01:35.416917+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q01,B,1,4,2,1,18.216,2026-06-01T01:01:56.632867+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q09,B,1,5,3,1,18.968,2026-06-01T01:02:18.600669+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q02,B,1,6,3,1,16.528,2026-06-01T01:02:38.128508+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q05,B,1,7,3,1,10.255,2026-06-01T01:02:51.383013+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q03,B,1,8,1,1,19.155,2026-06-01T01:03:13.538373+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q07,B,1,9,2,1,18.971,2026-06-01T01:03:35.509118+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q09,A,2,0,0,0,27.947,2026-06-01T01:04:06.456105+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q07,A,2,1,1,1,24.949,2026-06-01T01:04:34.405349+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q02,A,2,2,1,1,18.433,2026-06-01T01:04:55.838742+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q10,A,2,3,2,0,23.526,2026-06-01T01:05:22.364742+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q08,A,2,4,1,1,29.738,2026-06-01T01:05:55.102421+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q03,A,2,5,1,0,18.714,2026-06-01T01:06:16.816539+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q06,A,2,6,0,0,26.187,2026-06-01T01:06:46.003404+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q04,A,2,7,3,1,20.211,2026-06-01T01:07:09.214728+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q05,A,2,8,2,1,25.245,2026-06-01T01:07:37.459480+00:00
12,45-54,Humanistico,2,2026-06-01T01:00:00+00:00,2026-06-01T01:12:00+00:00,q01,A,2,9,0,0,24.212,2026-06-01T01:08:04.671262+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q07,A,1,0,1,0,28.91,2026-06-01T01:05:31.909521+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q02,A,1,1,0,0,23.439,2026-06-01T01:05:58.348311+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q08,A,1,2,2,0,25.048,2026-06-01T01:06:26.396406+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q10,A,1,3,1,0,33.605,2026-06-01T01:07:03.001180+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q04,A,1,4,0,0,29.771,2026-06-01T01:07:35.772584+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q05,A,1,5,1,0,27.686,2026-06-01T01:08:06.459015+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q03,A,1,6,2,1,30.249,2026-06-01T01:08:39.707609+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q06,A,1,7,1,1,27.675,2026-06-01T01:09:10.382615+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q09,A,1,8,2,1,17.509,2026-06-01T01:09:30.891448+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q01,A,1,9,0,0,19.625,2026-06-01T01:09:53.516116+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q04,B,2,0,2,1,21.667,2026-06-01T01:10:18.183479+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q05,B,2,1,3,1,14.529,2026-06-01T01:10:35.712340+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q07,B,2,2,0,1,27.55,2026-06-01T01:11:06.262097+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q08,B,2,3,0,0,20.048,2026-06-01T01:11:29.310168+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q01,B,2,4,3,1,19.148,2026-06-01T01:11:51.457929+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q06,B,2,5,1,1,19.366,2026-06-01T01:12:13.823511+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q10,B,2,6,2,1,22.147,2026-06-01T01:12:38.970643+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q02,B,2,7,0,1,12.496,2026-06-01T01:12:54.466471+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q09,B,2,8,2,0,24.449,2026-06-01T01:13:21.915211+00:00
13,18-24,Mixto,1,2026-06-01T01:05:00+00:00,2026-06-01T01:17:00+00:00,q03,B,2,9,0,1,20.163,2026-06-01T01:13:45.078646+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q05,B,1,0,0,1,20.912,2026-06-01T01:10:23.912371+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q03,B,1,1,3,1,21.062,2026-06-01T01:10:47.974487+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q01,B,1,2,2,0,17.362,2026-06-01T01:11:08.336609+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q10,B,1,3,1,1,21.025,2026-06-01T01:11:32.361847+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q06,B,1,4,2,1,15.214,2026-06-01T01:11:50.576245+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q07,B,1,5,0,1,15.119,2026-06-01T01:12:08.695511+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q08,B,1,6,2,0,12.18,2026-06-01T01:12:23.875761+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q02,B,1,7,1,1,19.506,2026-06-01T01:12:46.381795+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q04,B,1,8,3,0,8.774,2026-06-01T01:12:58.155890+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q09,B,1,9,2,0,15.263,2026-06-01T01:13:16.419211+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q03,A,2,0,3,0,25.149,2026-06-01T01:13:44.568632+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q01,A,2,1,2,1,24.608,2026-06-01T01:14:12.176778+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q10,A,2,2,1,1,38.351,2026-06-01T01:14:53.527963+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q04,A,2,3,2,0,22.029,2026-06-01T01:15:18.557452+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q07,A,2,4,3,1,22.943,2026-06-01T01:15:44.500501+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q08,A,2,5,3,1,25.131,2026-06-01T01:16:12.631060+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q09,A,2,6,0,0,26.414,2026-06-01T01:16:42.044709+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q06,A,2,7,2,0,16.865,2026-06-01T01:17:01.909448+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q02,A,2,8,0,0,18.942,2026-06-01T01:17:23.851792+00:00
14,35-44,Tecnico,2,2026-06-01T01:10:00+00:00,2026-06-01T01:22:00+00:00,q05,A,2,9,1,1,25.353,2026-06-01T01:17:52.204512+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q07,A,1,0,0,1,16.774,2026-06-01T01:15:19.773916+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q08,A,1,1,1,0,24.566,2026-06-01T01:15:47.339552+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q02,A,1,2,2,0,25.947,2026-06-01T01:16:16.286903+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q10,A,1,3,3,1,20.078,2026-06-01T01:16:39.364622+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q04,A,1,4,0,1,26.213,2026-06-01T01:17:08.578072+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q06,A,1,5,2,0,14.493,2026-06-01T01:17:26.070933+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q01,A,1,6,2,1,21.501,2026-06-01T01:17:50.572179+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q09,A,1,7,0,1,25.162,2026-06-01T01:18:18.734220+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q05,A,1,8,2,1,29.407,2026-06-01T01:18:51.141446+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q03,A,1,9,2,1,27.011,2026-06-01T01:19:21.152723+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q04,B,2,0,3,1,14.637,2026-06-01T01:19:38.789254+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q05,B,2,1,2,1,15.48,2026-06-01T01:19:57.269024+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q10,B,2,2,1,1,22.333,2026-06-01T01:20:22.602469+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q06,B,2,3,2,0,24.147,2026-06-01T01:20:49.749571+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q07,B,2,4,3,1,15.956,2026-06-01T01:21:08.705314+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q02,B,2,5,1,1,25.726,2026-06-01T01:21:37.431715+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q03,B,2,6,0,0,16.359,2026-06-01T01:21:56.790293+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q08,B,2,7,1,1,17.6,2026-06-01T01:22:17.390206+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q01,B,2,8,1,1,19.287,2026-06-01T01:22:39.677383+00:00
15,25-34,Mixto,1,2026-06-01T01:15:00+00:00,2026-06-01T01:27:00+00:00,q09,B,2,9,1,1,19.024,2026-06-01T01:23:01.701852+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q08,B,1,0,0,0,23.637,2026-06-01T01:20:26.637068+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q04,B,1,1,1,1,22.061,2026-06-01T01:20:51.698288+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q01,B,1,2,2,1,21.215,2026-06-01T01:21:15.913596+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q03,B,1,3,0,0,7.692,2026-06-01T01:21:26.605100+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q02,B,1,4,3,1,4.677,2026-06-01T01:21:34.281766+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q10,B,1,5,0,1,22.006,2026-06-01T01:21:59.287389+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q06,B,1,6,0,1,17.009,2026-06-01T01:22:19.296560+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q09,B,1,7,3,0,29.42,2026-06-01T01:22:51.716825+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q05,B,1,8,0,1,21.714,2026-06-01T01:23:16.430577+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q07,B,1,9,3,1,15.79,2026-06-01T01:23:35.220732+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q04,A,2,0,3,1,25.145,2026-06-01T01:24:03.366102+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q02,A,2,1,2,0,25.937,2026-06-01T01:24:32.303214+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q05,A,2,2,2,0,20.801,2026-06-01T01:24:56.104423+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q09,A,2,3,1,1,23.268,2026-06-01T01:25:22.372608+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q08,A,2,4,2,0,26.864,2026-06-01T01:25:52.236621+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q01,A,2,5,1,0,25.964,2026-06-01T01:26:21.200444+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q10,A,2,6,3,1,26.572,2026-06-01T01:26:50.772867+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q03,A,2,7,1,0,26.39,2026-06-01T01:27:20.163236+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q07,A,2,8,3,1,27.538,2026-06-01T01:27:50.701348+00:00
16,18-24,Humanistico,5,2026-06-01T01:20:00+00:00,2026-06-01T01:32:00+00:00,q06,A,2,9,2,0,28.656,2026-06-01T01:28:22.357682+00:00
17,45-54,Tecnico,4,2026-06-01T01:25:00+00:00,2026-06-01T01:37:00+00:00,q05,A,1,0,3,0,28.46,2026-06-01T01:25:31.459763+00:00
17,45-54,Tecnico,4,2026-06-01T01:25:00+00:00,2026-06-01T01:37:00+00:00,q08,A,1,1,1,1,21.937,2026-06-01T01:25:56.396758+00:00
17,45-54,Tecnico,4,2026-06-01T01:25:00+00:00,2026-06-01T01:37:00+00:00,q02,A,1,2,1,1,25.013,2026-06-01T01:26:24.409330+00:00
17,45-54,Tecnico,4,2026-06-01T01:25:00+00:00,2026-06-01T01:37:00+00:00,q04,A,1,3,2,0,27.814,2026-06-01T01:26:55.223663+00:00
17,45-54,Tecnico,4,2026-06-01T01:25:00+00:00,2026-06-01T01:37:00+00:00,q01,A,1,4,2,1,26.591,2026-06-01T01:27:24.814802+00:00
17,45-54,Tecnico,4,2026-06-01T01:25:00+00:00,2026-06-01T01:37:00+00:00,q06,A,1,5,3,0,31.058,2026-06-01T01:27:58.872482+00:00
17,45-54,Tecnico,4,2026-06-01T01:25:00+00:00,2026-06-01T01:37:00+00:00,q03,A,1,6,3,0,20.611,2026-06-01T01:28:22.483298+00:00
17,45-54,Tecnico,4,2026-06-01T01:25:00+00:00,2026-06-01T01:37:00+00:00,q07,A,1,7,3,1,25.219,2026-06-01T01:28:50.702426+00:00
